Mod:Item:MetaData, Localized Name
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Sharpening Kit Cast
tconstruct:cast:0, Battery Cell Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Pipe Piece Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Hand Guard Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Chisel Head Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Fletching Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Bowstring Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Excavator Head Cast
tconstruct:cast:0, Arrow Shaft Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Battery Cell Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Pipe Piece Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Chisel Head Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Fletching Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Bowstring Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Arrow Shaft Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Green Slime Channel
tconstruct:slime_channel:1, Blue Slime Channel
tconstruct:slime_channel:2, Purple Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Magma Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
gravestone:gravestone, Gravestone
gravestone:death_info, Death Info
ironbackpacks:backpack:0, Basic Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:upgrade:0, Blank Upgrade
ironbackpacks:upgrade:0, Damage Bar Upgrade
ironbackpacks:upgrade:0, Latch Upgrade
ironbackpacks:upgrade:0, Extra Upgrade Point
ironbackpacks:upgrade:0, Everlasting Upgrade
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
morefurnaces:upgrade:0, Furnace Upgrade: Stone To Iron
morefurnaces:upgrade:1, Furnace Upgrade: Stone To Netherrack
morefurnaces:upgrade:2, Furnace Upgrade: Iron To Gold
morefurnaces:upgrade:3, Furnace Upgrade: Iron To Obsidian
morefurnaces:upgrade:4, Furnace Upgrade: Gold To Diamond
morefurnaces:upgrade:5, Furnace Upgrade: Copper To Silver
morefurnaces:upgrade:6, Furnace Upgrade: Iron To Silver
morefurnaces:upgrade:7, Furnace Upgrade: Stone To Copper
morefurnaces:furnaceblock:0, Iron Furnace
morefurnaces:furnaceblock:1, Gold Furnace
morefurnaces:furnaceblock:2, Diamond Furnace
morefurnaces:furnaceblock:3, Obsidian Furnace
morefurnaces:furnaceblock:4, Netherrack Furnace
morefurnaces:furnaceblock:5, Copper Furnace
morefurnaces:furnaceblock:6, Silver Furnace
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
natura:clouds:3, Sulfur Cloud
natura:materials:0, Barley
natura:materials:1, Barley Flour
natura:materials:2, Wheat Flour
natura:materials:3, Cotton
natura:materials:4, Sulfur
natura:materials:5, Ghostwood Fletching
natura:materials:6, Imp Leather
natura:materials:7, Flamestring
natura:materials:8, Blue Dye
natura:empty_bowls:0, Empty Ghostwood Bowl
natura:empty_bowls:1, Empty Bloodwood Bowl
natura:empty_bowls:2, Empty Darkwood Bowl
natura:empty_bowls:3, Empty Fusewood Bowl
natura:edibles:0, Raw Imphide
natura:edibles:1, Cooked Imphide
natura:edibles:2, Raspberry
natura:edibles:3, Blueberry
natura:edibles:4, Blackberry
natura:edibles:5, Maloberry
natura:edibles:6, Blightberry
natura:edibles:7, Duskberry
natura:edibles:8, Skyberry
natura:edibles:9, Stingberry
natura:edibles:10, Potash Apple
natura:edibles:11, Cactus Juice
natura:soups:0, Mushroom Stew
natura:soups:1, Mushroom Stew
natura:soups:2, Mushroom Stew
natura:soups:3, Mushroom Stew
natura:soups:4, Glowshroom Stew
natura:soups:5, Glowshroom Stew
natura:soups:6, Glowshroom Stew
natura:soups:7, Glowshroom Stew
natura:soups:8, Glowshroom Stew
natura:soups:9, Berry Medley
natura:seed_bags:0, Wheat Seed Bag
natura:seed_bags:1, Carrot Bag
natura:seed_bags:2, Potato Bag
natura:seed_bags:3, Nether Wart Bag
natura:sticks:0, Maple Sticks
natura:sticks:1, Silverbell Sticks
natura:sticks:2, Amaranth Sticks
natura:sticks:3, Tiger Sticks
natura:sticks:4, Willow Sticks
natura:sticks:5, Eucalyptus Sticks
natura:sticks:6, Hopseed Sticks
natura:sticks:7, Sakura Sticks
natura:sticks:8, Redwood Sticks
natura:sticks:9, Ghostwood Sticks
natura:sticks:10, Darkwood Sticks
natura:sticks:11, Fusewood Sticks
natura:sticks:12, Bloodwood Sticks
natura:bonemeal_bag, Bone Meal Bag
natura:colored_grass:0, Topiary Grass
natura:colored_grass:1, Bluegrass
natura:colored_grass:2, Autumnal Grass
natura:colored_grass_slab:0, Topiary Grass Slab
natura:colored_grass_slab:1, Bluegrass Slab
natura:colored_grass_slab:2, Autumnal Grass Slab
natura:colored_grass_stairs_topiary:0, Topiary Grass Stairs
natura:colored_grass_stairs_bluegrass:0, Bluegrass Stairs
natura:colored_grass_stairs_autumnal:0, Autumnal Grass Stairs
natura:overworld_logs:0, Maple Wood
natura:overworld_logs:1, Silverbell Wood
natura:overworld_logs:2, Amaranth Wood
natura:overworld_logs:3, Tiger Wood
natura:overworld_logs2:0, Willow Wood
natura:overworld_logs2:1, Eucalyptus Wood
natura:overworld_logs2:2, Hopseed Wood
natura:overworld_logs2:3, Sakura Wood
natura:redwood_logs:0, Redwood Bark
natura:redwood_logs:1, Redwood
natura:redwood_logs:2, Redwood Root
natura:overworld_leaves:0, Maple Leaves
natura:overworld_leaves:1, Silverbell Leaves
natura:overworld_leaves:2, Amaranth Leaves
natura:overworld_leaves:3, Tiger Leaves
natura:overworld_leaves2:0, Willow Leaves
natura:overworld_leaves2:1, Eucalyptus Leaves
natura:overworld_leaves2:2, Hopseed Leaves
natura:overworld_leaves2:3, Sakura Leaves
natura:redwood_leaves:0, Redwood Leaves
natura:overworld_sapling:0, Maple Sapling
natura:overworld_sapling:1, Silverbell Sapling
natura:overworld_sapling:2, Amaranth Sapling
natura:overworld_sapling:3, Tigerwood Sapling
natura:overworld_sapling2:0, Willow Sapling
natura:overworld_sapling2:1, Eucalyptus Sapling
natura:overworld_sapling2:2, Hopseed Sapling
natura:overworld_sapling2:3, Sakura Sapling
natura:redwood_sapling:0, Redwood Sapling
natura:bluebells_flower:0, Bluebells
natura:overworld_planks:0, Maple Planks
natura:overworld_planks:1, Silverbell Planks
natura:overworld_planks:2, Amaranth Planks
natura:overworld_planks:3, Tigerwood Planks
natura:overworld_planks:4, Willow Planks
natura:overworld_planks:5, Eucalyptus Planks
natura:overworld_planks:6, Hopseed Planks
natura:overworld_planks:7, Sakura Planks
natura:overworld_planks:8, Redwood Planks
natura:overworld_slab:0, Maple Slab
natura:overworld_slab:1, Silverbell Slab
natura:overworld_slab:2, Amaranth Slab
natura:overworld_slab:3, Tigerwood Slab
natura:overworld_slab:4, Willow Slab
natura:overworld_slab2:0, Eucalyptus Slab
natura:overworld_slab2:1, Hopseed Slab
natura:overworld_slab2:2, Sakura Slab
natura:overworld_slab2:3, Redwood Slab
natura:overworld_stairs_maple:0, Maple Stairs
natura:overworld_stairs_silverbell:0, Silverbell Stairs
natura:overworld_stairs_amaranth:0, Amaranth Stairs
natura:overworld_stairs_tiger:0, Tiger Stairs
natura:overworld_stairs_willow:0, Willow Stairs
natura:overworld_stairs_eucalyptus:0, Eucalyptus Stairs
natura:overworld_stairs_hopseed:0, Hopseed Stairs
natura:overworld_stairs_sakura:0, Sakura Stairs
natura:overworld_stairs_redwood:0, Redwood Stairs
natura:overworld_berrybush_raspberry:0, Raspberry Bush
natura:overworld_berrybush_blueberry:0, Blueberry Bush
natura:overworld_berrybush_blackberry:0, Blackberry Bush
natura:overworld_berrybush_maloberry:0, Maloberry Bush
natura:barley_crop:0, tile.natura.barley_crop.name
natura:cotton_crop:0, tile.natura.cotton_crop.name
natura:overworld_door_eucalyptus:0, tile.natura.overworld_door_eucalyptus.name
natura:overworld_door_hopseed:0, tile.natura.overworld_door_hopseed.name
natura:overworld_door_sakura:0, tile.natura.overworld_door_sakura.name
natura:overworld_door_redwood:0, tile.natura.overworld_door_redwood.name
natura:overworld_door_redwood_bark:0, tile.natura.overworld_door_redwood_bark.name
natura:overworld_door_tiger:0, tile.natura.overworld_door_tiger.name
natura:overworld_door_maple:0, tile.natura.overworld_door_maple.name
natura:overworld_door_silverbell:0, tile.natura.overworld_door_silverbell.name
natura:saguaro:0, Saguaro Cactus
natura:saguaro_baby:0, Baby Saguaro Cactus
natura:saguaro_fruit:0, Saguaro Fruit
natura:overworld_seeds:0, Barley Seeds
natura:overworld_seeds:1, Cotton Seeds
natura:overworld_seed_bags:0, Barley Seed Bag
natura:overworld_seed_bags:1, Cotton Seed Bag
natura:overworld_doors:0, Eucalyptus Door
natura:overworld_doors:1, Hopseed Door
natura:overworld_doors:2, Sakura Door
natura:overworld_doors:3, Redwood Door
natura:overworld_doors:4, Redwood Bark Door
natura:overworld_doors:5, Tiger Door
natura:overworld_doors:6, Maple Door
natura:overworld_doors:7, Silverbell Door
natura:saguaro_fruit_item, Saguaro Fruit
natura:nether_logs:0, Ghostwood
natura:nether_logs:1, Darkwood
natura:nether_logs:2, Fusewood
natura:nether_logs2:0, Bloodwood
natura:nether_logs2:15, Bloodwood
natura:nether_leaves:0, Ghostwood Leaves
natura:nether_leaves:1, Blood Leaves
natura:nether_leaves:2, Fusewood Leaves
natura:nether_leaves2:0, Darkwood Leaves
natura:nether_leaves2:1, Darkwood Leaves
natura:nether_leaves2:2, Darkwood Leaves
natura:nether_sapling:0, Ghostwood Sapling
natura:nether_sapling:1, Fusewood Sapling
natura:nether_sapling:2, Darkwood Sapling
natura:nether_sapling2:0, Bloodwood Sapling
natura:nether_planks:0, Ghostwood Planks
natura:nether_planks:1, Bloodwood Planks
natura:nether_planks:2, Darkwood Planks
natura:nether_planks:3, Fusewood Planks
natura:nether_slab:0, Ghostwood Slab
natura:nether_slab:1, Blood Slab
natura:nether_slab:2, Darkwood Slab
natura:nether_slab:3, Fusewood Slab
natura:nether_heat_sand:0, Heat Sand
natura:nether_tainted_soil:0, Tainted Soil
natura:nether_tainted_soil:1, Tainted Soil
natura:nether_tainted_soil:2, Tainted Soil
natura:nether_thorn_vines:0, Thornvines
natura:nether_glass:0, Soul Glass
natura:nether_glass:1, Heat Glass
natura:nether_stairs_ghostwood:0, Ghostwood Stairs
natura:nether_stairs_bloodwood:0, Blood Stairs
natura:nether_stairs_darkwood:0, Darkwood Stairs
natura:nether_stairs_fusewood:0, Fusewood Stairs
natura:nether_berrybush_blightberry:0, Blightberry Bush
natura:nether_berrybush_duskberry:0, Duskberry Bush
natura:nether_berrybush_skyberry:0, Skyberry Bush
natura:nether_berrybush_stingberry:0, Stingberry Bush
natura:respawn_obelisk:0, Inactive Respawn Obelisk
natura:nether_glowshroom:0, Green Glowshroom
natura:nether_glowshroom:1, Blue Glowshroom
natura:nether_glowshroom:2, Purple Glowshroom
natura:nether_green_large_glowshroom:0, Green Glowshroom
natura:nether_blue_large_glowshroom:0, Blue Glowshroom
natura:nether_purple_large_glowshroom:0, Purple Glowshroom
natura:nether_door_ghostwood:0, tile.natura.nether_door_ghostwood.name
natura:nether_door_bloodwood:0, tile.natura.nether_door_bloodwood.name
natura:nether_door_darkwood:0, tile.natura.nether_door_darkwood.name
natura:nether_door_fusewood:0, tile.natura.nether_door_fusewood.name
natura:blaze_hopper:0, Blaze Hopper
natura:nether_lever:0, Lever
natura:nether_button:0, Button
natura:nether_pressure_plate:0, Pressure Plate
natura:blaze_rail:0, Blaze Rail
natura:blaze_rail_golden:0, Powered Blaze Rail
natura:blaze_rail_activator:0, Activator Blaze Rail
natura:blaze_rail_detector:0, Detector Blaze Rail
natura:netherrack_furnace:0, Nether Furnace
natura:lit_netherrack_furnace:0, Nether Furnace
natura:nether_doors:0, Ghostwood Door
natura:nether_doors:1, Bloodwood Door
